wavelength,fac_1,fac_2,fac_3,fac_4,fac_5,fac_6,fac_7,fac_8,fac_9,fac_10
508.477,6.23,6.71,6.21,7.03,5.38,6.75,3.83,8.39,6.47,5.23
508.826,6.2,6.68,6.14,7,5.37,6.72,3.77,8.37,6.42,5.22
509.176,6.17,6.64,6.06,6.98,5.33,6.7,3.75,8.37,6.39,5.17
509.525,6.24,6.67,6.07,7.02,5.33,6.73,3.76,8.43,6.4,5.2
509.874,6.21,6.62,6.06,7,5.32,6.68,3.75,8.42,6.37,5.18
510.222,6.19,6.61,6.08,6.95,5.32,6.66,3.75,8.41,6.35,5.16
510.571,6.16,6.56,6.06,6.96,5.28,6.65,3.75,8.32,6.33,5.12
510.92,6.21,6.61,6.09,7.07,5.32,6.68,3.78,8.38,6.33,5.11
511.269,6.2,6.63,6.08,7.06,5.33,6.72,3.74,8.39,6.36,5.11
511.618,6.17,6.64,6.08,7.07,5.33,6.73,3.72,8.33,6.34,5.12
511.967,6.15,6.61,6.08,7.07,5.35,6.74,3.74,8.3,6.34,5.1
512.315,6.16,6.61,6.01,7.07,5.33,6.72,3.7,8.2,6.33,5.06
512.664,6.21,6.61,6.05,7.05,5.31,6.74,3.7,8.17,6.39,5.05
513.012,6.25,6.66,6.11,7.07,5.31,6.8,3.74,8.16,6.4,5.09
513.361,6.24,6.66,6.11,7.1,5.36,6.84,3.74,8.16,6.45,5.11
513.71,6.23,6.63,6.08,7.14,5.35,6.83,3.71,8.14,6.42,5.1
514.058,6.24,6.57,6.08,7.15,5.34,6.87,3.73,8.13,6.41,5.1
514.406,6.25,6.55,6.07,7.15,5.35,6.85,3.69,8.12,6.42,5.1
514.755,6.23,6.48,6.03,7.09,5.36,6.81,3.68,8.08,6.4,5.15
515.103,6.22,6.47,5.99,7.02,5.3,6.78,3.68,7.99,6.34,5.16
515.451,6.28,6.5,6.02,7.03,5.33,6.8,3.7,8.06,6.36,5.15
515.8,6.31,6.55,6.02,7.07,5.37,6.79,3.73,8.12,6.35,5.15
516.148,6.33,6.58,6.05,7.1,5.42,6.81,3.74,8.17,6.35,5.14
516.496,6.25,6.54,6.05,7.12,5.43,6.76,3.76,8.2,6.31,5.14
516.844,6.24,6.49,6.04,7.08,5.39,6.73,3.72,8.21,6.32,5.11
517.192,6.2,6.43,6,7.02,5.31,6.66,3.66,8.11,6.29,5.06
517.54,6.16,6.4,5.96,6.95,5.3,6.65,3.66,8.11,6.27,5.01
517.888,6.14,6.43,5.92,6.98,5.29,6.64,3.6,8.06,6.27,5.01
518.236,6.13,6.46,5.91,6.98,5.33,6.68,3.6,8.13,6.25,5.03
518.584,6.16,6.56,5.93,6.99,5.34,6.68,3.59,8.1,6.31,5.03
518.932,6.16,6.54,5.95,7.04,5.41,6.62,3.61,8.11,6.35,5.05
519.28,6.02,6.5,5.91,7.01,5.32,6.59,3.59,8.04,6.28,5.02
519.628,6.05,6.43,5.96,6.99,5.29,6.57,3.59,8,6.31,5
519.975,5.95,6.41,5.99,6.92,5.2,6.58,3.62,7.98,6.27,5.01
520.323,5.93,6.38,5.97,6.95,5.15,6.62,3.57,7.92,6.2,4.99
520.671,5.96,6.4,5.99,6.98,5.25,6.63,3.64,7.96,6.22,5.04
521.018,5.95,6.44,6.01,7.02,5.27,6.66,3.64,8.02,6.16,5.04
521.366,6.01,6.46,6.07,7.11,5.33,6.72,3.65,8.03,6.26,5.12
521.713,6.01,6.44,6.06,7.1,5.29,6.72,3.77,8.08,6.29,5.14
522.061,6.01,6.43,6.08,7.08,5.29,6.71,3.8,8.09,6.34,5.13
522.408,5.93,6.39,6.04,7.05,5.21,6.72,3.8,8.05,6.24,5.09
522.756,5.91,6.33,5.99,7.06,5.2,6.76,3.74,8.04,6.17,5.09
523.103,5.97,6.32,5.96,7.06,5.21,6.73,3.69,8.02,6.12,5.12
523.45,5.89,6.28,5.85,7.01,5.18,6.7,3.62,7.97,6.02,5.12
523.798,5.93,6.22,5.8,6.97,5.2,6.67,3.6,7.89,6.04,5.12
524.145,5.97,6.27,5.82,6.95,5.27,6.7,3.65,7.93,6.08,5.12
524.492,5.93,6.23,5.81,6.9,5.25,6.7,3.65,7.85,6.07,5.06
524.839,5.92,6.13,5.73,6.84,5.17,6.67,3.61,7.79,6.07,4.98
525.186,5.89,6.12,5.66,6.78,5.08,6.59,3.58,7.72,6.02,4.93
525.533,5.9,6.12,5.66,6.76,5.07,6.57,3.44,7.67,5.95,4.86
525.88,5.85,6.05,5.62,6.73,5.01,6.51,3.37,7.62,5.89,4.84
526.227,5.85,6.05,5.62,6.81,5.04,6.51,3.36,7.64,5.98,4.83
526.574,5.9,6.18,5.74,6.8,5.01,6.56,3.46,7.67,5.99,4.85
526.921,5.92,6.22,5.78,6.82,5.02,6.56,3.53,7.75,6.03,4.81
527.268,5.94,6.27,5.83,6.86,5.03,6.59,3.53,7.81,6.08,4.83
527.615,5.86,6.26,5.81,6.85,4.97,6.57,3.49,7.85,6.07,4.78
527.961,5.86,6.25,5.84,6.87,4.96,6.59,3.49,7.9,6.08,4.78
528.308,5.83,6.27,5.86,6.88,4.94,6.58,3.46,7.88,6.04,4.81
528.655,5.84,6.29,5.89,6.87,5,6.51,3.49,7.92,6.09,4.91
529.001,5.84,6.35,5.95,6.89,5.07,6.57,3.55,7.96,6.04,4.91
529.348,5.82,6.35,5.96,6.87,5.11,6.54,3.56,7.98,6.04,4.92
529.694,5.85,6.42,5.99,6.89,5.19,6.59,3.67,8.01,6.08,4.95
530.041,5.88,6.39,6.01,6.84,5.24,6.61,3.68,8.05,6.1,4.93
530.387,5.83,6.33,5.96,6.79,5.28,6.54,3.64,8.08,6.1,4.82
530.734,5.82,6.29,5.9,6.82,5.23,6.57,3.59,8.03,6.13,4.8
531.08,5.8,6.31,5.84,6.74,5.22,6.59,3.61,8,6.12,4.75
531.426,5.82,6.3,5.82,6.81,5.24,6.61,3.64,7.93,6.07,4.77
531.773,5.77,6.3,5.73,6.75,5.17,6.57,3.59,7.89,6,4.74
532.119,5.83,6.28,5.74,6.77,5.17,6.57,3.63,8,6,4.72
532.465,5.79,6.36,5.76,6.79,5.14,6.64,3.65,8.04,6.03,4.7
532.811,5.82,6.32,5.74,6.84,5.05,6.63,3.62,8.04,6.08,4.72
533.157,5.75,6.27,5.7,6.82,4.93,6.62,3.61,8.04,6.08,4.7
533.503,5.72,6.21,5.64,6.8,4.85,6.55,3.52,7.88,6,4.71
533.849,5.72,6.22,5.59,6.79,4.85,6.51,3.52,7.85,5.91,4.73
534.195,5.69,6.22,5.59,6.8,4.79,6.51,3.54,7.77,5.89,4.81
534.541,5.69,6.25,5.66,6.79,4.87,6.54,3.57,7.81,5.88,4.81
534.887,5.73,6.25,5.71,6.85,4.87,6.56,3.54,7.81,5.91,4.91
535.233,5.74,6.26,5.75,6.79,4.88,6.6,3.56,7.87,5.97,4.92
535.579,5.77,6.2,5.82,6.86,4.9,6.6,3.61,7.92,6.02,4.93
535.924,5.7,6.24,5.81,6.89,4.89,6.6,3.55,7.9,6.03,4.97
536.27,5.7,6.19,5.85,6.89,4.86,6.58,3.55,7.86,5.95,4.93
536.616,5.67,6.2,5.86,6.85,4.94,6.56,3.57,7.85,5.91,4.93
536.961,5.73,6.26,5.91,6.9,5.03,6.66,3.59,7.85,6,5.01
537.307,5.7,6.26,5.9,6.92,5.04,6.63,3.57,7.97,6.04,4.98
537.652,5.72,6.27,5.9,6.94,5.04,6.64,3.56,7.95,6.05,5
537.998,5.71,6.28,5.81,6.95,5.04,6.63,3.51,7.98,6.05,4.95
538.343,5.66,6.23,5.74,6.94,5.01,6.58,3.45,7.95,6.05,4.96
538.689,5.68,6.22,5.72,6.94,5,6.54,3.48,7.97,6.02,4.94
539.034,5.71,6.24,5.72,6.97,4.98,6.52,3.48,8,6.01,4.93
539.379,5.72,6.32,5.69,6.94,5,6.55,3.48,7.98,6.05,5
539.725,5.75,6.29,5.6,6.89,4.97,6.52,3.44,7.93,6.02,4.92
540.07,5.73,6.27,5.55,6.86,4.98,6.49,3.4,7.94,6.04,4.92
540.415,5.63,6.16,5.45,6.75,4.89,6.37,3.3,7.83,6,4.83
540.76,5.59,6.17,5.43,6.71,4.85,6.3,3.27,7.79,5.93,4.83
541.105,5.62,6.17,5.43,6.7,4.83,6.36,3.27,7.74,5.87,4.78
541.45,5.52,6.11,5.4,6.66,4.74,6.27,3.22,7.72,5.82,4.71
541.795,5.47,5.99,5.4,6.55,4.67,6.22,3.13,7.64,5.77,4.62
542.14,5.39,5.9,5.27,6.49,4.56,6.09,3.06,7.53,5.64,4.52
542.485,5.3,5.83,5.23,6.39,4.51,6.03,2.98,7.46,5.59,4.44
542.83,5.15,5.69,5.07,6.26,4.43,5.86,2.75,7.33,5.46,4.29
543.175,5.03,5.54,4.95,6.11,4.34,5.71,2.61,7.16,5.27,4.11
543.519,4.91,5.34,4.92,6.02,4.23,5.57,2.52,7.05,5.22,4.07
543.864,4.82,5.24,4.83,5.91,4.13,5.45,2.37,6.92,5.05,3.99
544.209,4.72,5.14,4.71,5.75,4.03,5.32,2.19,6.84,4.86,3.82
544.554,4.51,4.9,4.54,5.58,3.84,5.12,2.01,6.67,4.65,3.62
544.898,4.34,4.67,4.38,5.38,3.69,4.9,1.8,6.57,4.53,3.46
545.243,4.25,4.46,4.21,5.2,3.5,4.75,1.57,6.41,4.32,3.27
545.587,4.05,4.33,4.01,5.09,3.26,4.57,1.39,6.27,4.14,3.11
545.932,3.86,4.17,3.9,4.94,3.12,4.4,1.24,6.1,3.97,2.93
546.276,3.67,3.98,3.69,4.78,2.9,4.23,1.05,5.91,3.81,2.74
546.621,3.61,3.91,3.65,4.7,2.78,4.15,0.99,5.85,3.71,2.69
546.965,3.51,3.84,3.53,4.64,2.66,4,0.85,5.79,3.67,2.58
547.309,3.44,3.82,3.42,4.57,2.55,3.97,0.76,5.71,3.51,2.48
547.653,3.34,3.75,3.25,4.52,2.42,3.85,0.69,5.6,3.42,2.36
547.998,3.36,3.77,3.28,4.62,2.45,3.97,0.78,5.65,3.45,2.44
548.342,3.36,3.76,3.27,4.59,2.46,3.91,0.7,5.58,3.44,2.36
548.686,3.35,3.88,3.36,4.67,2.44,3.99,0.78,5.6,3.43,2.4
549.03,3.36,4.03,3.48,4.75,2.51,4.09,0.88,5.69,3.54,2.5
549.374,3.52,4.18,3.63,4.93,2.72,4.26,0.99,5.84,3.64,2.65
549.718,3.7,4.3,3.8,5.08,2.84,4.45,1.15,6.02,3.83,2.9
550.062,3.87,4.49,4.03,5.3,3.01,4.59,1.32,6.23,3.94,3.05
550.406,4.05,4.67,4.16,5.51,3.23,4.76,1.49,6.35,4.1,3.25
550.75,4.18,4.83,4.28,5.67,3.31,4.95,1.65,6.47,4.19,3.44
551.094,4.33,4.94,4.4,5.81,3.44,5.06,1.78,6.57,4.32,3.59
551.437,4.52,5.06,4.65,6.01,3.64,5.24,2.01,6.75,4.53,3.78
551.781,4.66,5.16,4.81,6.14,3.72,5.3,2.17,6.88,4.72,3.9
552.125,4.87,5.33,4.99,6.33,3.85,5.51,2.36,7.15,4.87,4.14
552.468,5.01,5.39,5.1,6.47,3.94,5.68,2.44,7.23,4.96,4.29
552.812,5.17,5.47,5.17,6.69,4.11,5.8,2.56,7.4,5.1,4.47
553.156,5.31,5.53,5.33,6.82,4.23,5.93,2.72,7.48,5.26,4.63
553.499,5.45,5.63,5.46,6.94,4.34,6.07,2.82,7.57,5.41,4.7
553.843,5.53,5.7,5.55,7.05,4.48,6.16,2.94,7.67,5.53,4.89
554.186,5.62,5.75,5.59,7.17,4.53,6.25,3.01,7.81,5.57,4.94
554.529,5.69,5.75,5.68,7.19,4.64,6.26,3.08,7.82,5.6,5.02
554.873,5.76,5.82,5.8,7.25,4.8,6.41,3.14,7.96,5.72,5.16
555.216,5.89,5.96,5.85,7.35,4.87,6.61,3.14,8.09,5.8,5.27
555.559,6.02,6.04,5.93,7.48,4.91,6.7,3.17,8.14,5.81,5.43
555.902,6.09,6.07,5.99,7.56,4.97,6.72,3.31,8.14,5.88,5.44
556.246,6.18,6.17,6.07,7.65,5.12,6.72,3.41,8.26,5.97,5.54
556.589,6.33,6.29,6.23,7.69,5.19,6.81,3.48,8.32,6.06,5.62
556.932,6.36,6.34,6.26,7.66,5.2,6.81,3.48,8.33,6.07,5.62
557.275,6.41,6.44,6.29,7.69,5.32,6.82,3.52,8.4,6.1,5.71
557.618,6.51,6.56,6.35,7.77,5.4,6.92,3.55,8.44,6.19,5.81
557.961,6.58,6.63,6.5,7.84,5.48,6.99,3.6,8.47,6.29,5.91
558.304,6.61,6.68,6.62,7.99,5.52,7.15,3.61,8.57,6.38,5.97
558.646,6.7,6.72,6.67,8.11,5.54,7.14,3.67,8.62,6.41,6.01
558.989,6.72,6.72,6.77,8.13,5.59,7.1,3.71,8.64,6.46,6.04
559.332,6.7,6.75,6.76,8.16,5.65,7.14,3.71,8.71,6.48,6.03
559.675,6.71,6.87,6.82,8.21,5.68,7.25,3.75,8.77,6.53,6.17
560.017,6.72,6.95,6.86,8.32,5.72,7.29,3.85,8.8,6.61,6.29
560.36,6.73,6.92,6.92,8.42,5.79,7.29,3.9,8.8,6.63,6.26
560.703,6.78,6.9,6.96,8.55,5.78,7.34,3.94,8.86,6.67,6.27
561.045,6.76,6.91,7,8.61,5.77,7.39,3.96,8.88,6.68,6.28
561.388,6.73,6.89,7.05,8.59,5.71,7.36,3.96,8.88,6.61,6.19
561.73,6.72,6.91,7.07,8.6,5.72,7.39,3.96,8.94,6.67,6.21
562.073,6.78,6.96,7.12,8.66,5.73,7.34,3.99,8.95,6.7,6.2
562.415,6.72,7,7.12,8.62,5.72,7.33,4.04,8.95,6.69,6.2
562.757,6.7,6.95,7.11,8.69,5.67,7.33,4.06,8.99,6.68,6.17
563.1,6.75,6.95,7.2,8.68,5.68,7.34,4.09,8.99,6.76,6.16
563.442,6.91,6.98,7.2,8.75,5.71,7.31,4.09,8.99,6.81,6.14
563.784,6.96,6.91,7.21,8.72,5.77,7.35,4.05,9,6.84,6.1
564.126,6.92,6.92,7.14,8.65,5.78,7.38,4.03,8.99,6.82,6.15
564.468,6.96,7,7.22,8.68,5.9,7.44,4.08,9.02,6.9,6.24
564.81,6.99,6.97,7.19,8.65,5.82,7.39,4.08,8.99,6.85,6.26
565.152,7.04,6.95,7.18,8.73,5.89,7.45,4.12,9.03,6.94,6.32
565.494,7.05,6.96,7.1,8.68,5.87,7.46,4.15,8.96,6.86,6.33
565.836,7.05,6.99,7.12,8.68,5.93,7.5,4.23,9.02,6.9,6.41
566.178,7.09,7.05,7.21,8.74,5.97,7.54,4.23,9.03,6.95,6.42
566.52,7.17,7.16,7.23,8.81,6.11,7.6,4.31,9.05,7.02,6.51
566.862,7.09,7.18,7.16,8.78,6.16,7.59,4.27,9.07,6.98,6.5
567.204,7.06,7.17,7.17,8.77,6.21,7.61,4.23,9.13,6.93,6.53
567.545,7.05,7.22,7.19,8.77,6.15,7.6,4.25,9.14,6.92,6.52
567.887,7.09,7.34,7.24,8.81,6.16,7.66,4.3,9.14,6.93,6.59
568.229,7.09,7.31,7.15,8.78,6.11,7.61,4.24,9.21,6.86,6.55
568.57,7.16,7.41,7.25,8.86,6.24,7.73,4.31,9.33,6.96,6.6
568.912,7.23,7.47,7.26,8.93,6.32,7.78,4.35,9.41,7,6.67
569.253,7.25,7.47,7.37,9.02,6.38,7.81,4.33,9.51,7.04,6.72
569.595,7.31,7.51,7.42,9.09,6.43,7.84,4.28,9.58,7.04,6.74
569.936,7.38,7.55,7.45,9.14,6.44,7.9,4.32,9.64,7.1,6.75
570.277,7.38,7.52,7.43,9.11,6.43,7.89,4.3,9.61,7.07,6.69
570.619,7.44,7.58,7.49,9.16,6.44,7.97,4.35,9.6,7.11,6.74
570.96,7.44,7.56,7.51,9.14,6.46,8.04,4.4,9.62,7.18,6.75
571.301,7.47,7.56,7.56,9.11,6.49,8.04,4.43,9.67,7.21,6.78
571.642,7.5,7.51,7.6,9.16,6.51,8.03,4.43,9.75,7.21,6.75
571.984,7.49,7.54,7.65,9.19,6.54,8.02,4.47,9.69,7.26,6.78
572.325,7.48,7.54,7.67,9.2,6.53,8,4.47,9.73,7.29,6.78
572.666,7.48,7.55,7.7,9.17,6.5,7.96,4.48,9.7,7.27,6.77
573.007,7.52,7.63,7.69,9.17,6.54,7.98,4.51,9.69,7.3,6.76
573.348,7.58,7.63,7.68,9.13,6.56,7.99,4.56,9.68,7.35,6.75
573.689,7.58,7.62,7.64,9.11,6.59,7.95,4.51,9.69,7.37,6.77
574.03,7.61,7.68,7.67,9.11,6.61,8.01,4.55,9.76,7.4,6.81
574.37,7.61,7.71,7.71,9.13,6.64,7.99,4.58,9.83,7.44,6.85
574.711,7.6,7.76,7.73,9.17,6.67,8.01,4.58,9.85,7.44,6.86
575.052,7.61,7.79,7.74,9.21,6.71,8.05,4.61,9.85,7.46,6.87
575.393,7.6,7.82,7.7,9.14,6.7,8.07,4.62,9.83,7.5,6.88
575.733,7.61,7.83,7.72,9.1,6.72,8.1,4.62,9.89,7.51,6.87
576.074,7.61,7.83,7.72,9.1,6.75,8.12,4.62,9.91,7.49,6.87
576.414,7.6,7.85,7.71,9.1,6.76,8.14,4.61,9.97,7.52,6.85
576.755,7.63,7.83,7.75,9.09,6.75,8.16,4.63,10.01,7.54,6.85
577.095,7.59,7.84,7.77,9.1,6.77,8.17,4.62,10.03,7.53,6.87
577.436,7.6,7.83,7.76,9.09,6.77,8.2,4.65,10.04,7.5,6.85
577.776,7.58,7.8,7.79,9.08,6.77,8.17,4.61,10.05,7.49,6.86
578.117,7.6,7.78,7.76,9.05,6.77,8.18,4.6,10.03,7.48,6.85
578.457,7.63,7.77,7.77,9.04,6.75,8.19,4.59,10.04,7.49,6.83
578.797,7.66,7.78,7.77,9.04,6.75,8.18,4.58,10.08,7.48,6.84
579.137,7.67,7.78,7.79,9.05,6.75,8.16,4.57,10.12,7.46,6.82
579.478,7.69,7.79,7.78,9.05,6.77,8.17,4.59,10.13,7.45,6.84
579.818,7.71,7.82,7.79,9.05,6.78,8.18,4.59,10.14,7.47,6.84
580.158,7.71,7.82,7.78,9.05,6.78,8.17,4.59,10.11,7.46,6.85
580.498,7.69,7.82,7.76,9.05,6.78,8.16,4.59,10.09,7.47,6.83
580.838,7.7,7.83,7.73,9.05,6.79,8.17,4.6,10.11,7.49,6.83
581.178,7.69,7.83,7.75,9.04,6.8,8.17,4.58,10.13,7.49,6.82
581.518,7.74,7.85,7.74,9.04,6.82,8.19,4.59,10.13,7.51,6.81
581.858,7.72,7.87,7.76,9.04,6.85,8.19,4.6,10.14,7.51,6.81
582.197,7.73,7.88,7.75,9.05,6.88,8.19,4.6,10.15,7.52,6.82
582.537,7.72,7.87,7.73,9.03,6.88,8.19,4.6,10.13,7.52,6.79
582.877,7.71,7.87,7.73,9.05,6.89,8.2,4.61,10.13,7.54,6.79
583.217,7.72,7.9,7.75,9.05,6.89,8.2,4.59,10.12,7.55,6.78
583.556,7.7,7.88,7.72,9.01,6.88,8.2,4.56,10.11,7.54,6.78
583.896,7.71,7.9,7.75,8.99,6.9,8.2,4.56,10.12,7.53,6.79
584.235,7.72,7.91,7.75,8.99,6.93,8.21,4.56,10.15,7.53,6.8
584.575,7.72,7.9,7.76,8.99,6.93,8.21,4.58,10.17,7.53,6.8
584.914,7.76,7.92,7.78,9.01,6.94,8.21,4.61,10.18,7.56,6.83
585.254,7.74,7.95,7.79,9.01,6.95,8.22,4.62,10.2,7.53,6.85
585.593,7.77,7.94,7.77,9.01,6.95,8.24,4.61,10.2,7.53,6.83
585.933,7.74,7.95,7.76,8.98,6.93,8.23,4.59,10.2,7.51,6.83
586.272,7.75,7.95,7.78,8.98,6.96,8.24,4.58,10.21,7.49,6.85
586.611,7.78,7.97,7.78,8.94,6.99,8.25,4.57,10.22,7.5,6.86
586.95,7.76,7.94,7.8,8.94,6.98,8.25,4.56,10.22,7.48,6.86
587.289,7.77,7.94,7.81,8.97,6.98,8.24,4.57,10.23,7.49,6.86
587.629,7.79,7.94,7.81,8.98,6.99,8.25,4.56,10.26,7.5,6.84
587.968,7.79,7.93,7.81,8.97,7,8.26,4.56,10.25,7.49,6.85
588.307,7.79,7.94,7.82,8.96,6.99,8.28,4.54,10.21,7.49,6.84
588.646,7.77,7.94,7.79,8.96,6.98,8.3,4.49,10.21,7.46,6.82
588.985,7.76,7.91,7.78,8.98,6.99,8.29,4.5,10.19,7.48,6.78
589.323,7.74,7.93,7.81,8.97,7,8.29,4.51,10.17,7.52,6.8
589.662,7.74,7.93,7.82,8.98,7,8.27,4.5,10.16,7.5,6.78
590.001,7.74,7.94,7.84,8.99,6.99,8.3,4.5,10.17,7.55,6.77
590.34,7.73,7.93,7.84,9.02,6.98,8.31,4.49,10.17,7.54,6.76
590.679,7.75,7.95,7.83,9.03,7.02,8.32,4.53,10.21,7.56,6.78
591.017,7.76,7.96,7.84,9.02,7.05,8.32,4.53,10.2,7.59,6.77
591.356,7.74,7.92,7.82,9.01,7.06,8.33,4.55,10.21,7.6,6.8
591.695,7.75,7.91,7.82,9,7.08,8.31,4.58,10.22,7.59,6.8
592.033,7.75,7.92,7.81,8.97,7.05,8.29,4.55,10.23,7.59,6.81
592.372,7.75,7.92,7.82,8.95,7.05,8.28,4.56,10.25,7.59,6.8
592.71,7.75,7.93,7.82,8.94,7.04,8.27,4.54,10.27,7.58,6.82
593.048,7.75,7.89,7.8,8.91,6.99,8.24,4.52,10.27,7.55,6.77
593.387,7.74,7.87,7.8,8.91,6.98,8.27,4.53,10.28,7.56,6.77
593.725,7.74,7.88,7.77,8.9,6.96,8.25,4.52,10.31,7.54,6.76
594.063,7.76,7.88,7.78,8.91,6.96,8.26,4.53,10.3,7.53,6.8
594.402,7.76,7.87,7.77,8.92,6.93,8.28,4.52,10.26,7.53,6.8
594.74,7.76,7.88,7.8,8.94,6.92,8.3,4.53,10.29,7.52,6.82
595.078,7.76,7.9,7.83,8.94,6.91,8.3,4.51,10.27,7.49,6.82
595.416,7.74,7.89,7.85,8.97,6.83,8.29,4.45,10.26,7.46,6.81
595.754,7.73,7.89,7.84,9.02,6.88,8.31,4.46,10.28,7.44,6.79
596.092,7.73,7.9,7.86,9.03,6.9,8.31,4.46,10.27,7.46,6.82
596.43,7.71,7.89,7.83,9.01,6.9,8.31,4.43,10.26,7.44,6.8
596.768,7.72,7.91,7.84,9.04,6.93,8.34,4.47,10.28,7.44,6.82
597.106,7.75,7.94,7.87,9.05,6.96,8.37,4.49,10.29,7.47,6.88
597.444,7.76,7.94,7.88,9.02,6.96,8.36,4.49,10.24,7.46,6.88
597.781,7.74,7.94,7.87,8.99,6.95,8.33,4.5,10.23,7.45,6.83
598.119,7.72,7.93,7.83,8.96,6.93,8.29,4.45,10.23,7.49,6.81
598.457,7.72,7.9,7.79,8.93,6.92,8.28,4.43,10.22,7.43,6.79
598.795,7.74,7.92,7.79,8.96,6.92,8.3,4.46,10.23,7.46,6.78
599.132,7.73,7.94,7.8,8.97,6.97,8.32,4.48,10.23,7.51,6.77
599.47,7.77,7.93,7.79,8.96,6.98,8.31,4.48,10.22,7.53,6.77
599.807,7.8,7.92,7.78,8.95,6.99,8.31,4.49,10.22,7.54,6.79
600.145,7.82,7.97,7.83,9.02,7.02,8.34,4.52,10.25,7.58,6.83
600.482,7.82,7.94,7.82,9.02,7.02,8.34,4.52,10.27,7.61,6.82
600.82,7.85,7.94,7.84,9.04,7.02,8.32,4.5,10.28,7.59,6.8
601.157,7.85,7.96,7.87,9.09,7.04,8.35,4.55,10.31,7.63,6.86
601.494,7.87,7.98,7.89,9.11,7.08,8.4,4.55,10.37,7.67,6.88
601.831,7.88,7.98,7.91,9.14,7.09,8.42,4.56,10.4,7.65,6.89
602.169,7.91,8.02,7.92,9.18,7.12,8.42,4.61,10.43,7.72,6.92
602.506,7.92,8.02,7.94,9.15,7.12,8.41,4.6,10.44,7.73,6.93
602.843,7.91,7.98,7.86,9.13,7.08,8.4,4.6,10.45,7.69,6.92
603.18,7.91,8,7.91,9.12,7.07,8.4,4.61,10.47,7.68,6.93
603.517,7.92,8.02,7.93,9.14,7.08,8.43,4.64,10.49,7.69,6.92
603.854,7.95,8,7.94,9.09,7.08,8.44,4.66,10.49,7.7,6.94
604.191,7.96,8.04,7.95,9.11,7.1,8.45,4.65,10.48,7.71,6.96
604.528,7.97,8.07,7.96,9.11,7.12,8.46,4.7,10.48,7.73,6.99
604.865,7.97,8.06,7.94,9.1,7.12,8.45,4.67,10.47,7.71,6.98
605.202,8,8.07,7.93,9.15,7.12,8.46,4.66,10.44,7.71,7
605.538,8.04,8.06,7.98,9.14,7.14,8.45,4.71,10.45,7.7,7.01
605.875,8.02,8.03,7.97,9.13,7.13,8.47,4.69,10.45,7.68,7.01
606.212,7.98,8.04,7.96,9.15,7.15,8.46,4.68,10.41,7.65,6.99
606.548,8.02,8.11,8.01,9.16,7.18,8.5,4.69,10.39,7.7,7.03
